R4-00436|d:\6\恋爱小程序\apps\admin\src\router\guards.ts|36-38|B|P2|isTokenValid 无条件放行 "dev-admin-token-"/"mock-admin-token-" 前缀（仅长度≥16），生产构建同样生效，无 isDev 守卫；且 "mock-admin-token-" 前缀无任何签发方（死分支）|攻击者可手工伪造 localStorage token 通过前端守卫看到后台框架与菜单（后端 API 仍会 401，仅展示层绕过，纵深防御缺失）|前缀校验加 env.isDev 条件，删除无签发方的 mock 前缀分支|open|batch-3|
R4-01902|d:\6\恋爱小程序\apps\admin\src\views\forum\CircleTopics.vue|103|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 103）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01903|d:\6\恋爱小程序\apps\admin\src\views\forum\CircleTopics.vue|109|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 109）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01904|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|56|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 56）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01905|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|62|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 62）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01906|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|71|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 71）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01907|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|76|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 76）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01908|d:\6\恋爱小程序\apps\admin\src\views\forum\VillagePosts.vue|82|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 82）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01909|d:\6\恋爱小程序\apps\admin\src\views\forum\InterestCircles.vue|50|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 50）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01910|d:\6\恋爱小程序\apps\admin\src\views\forum\InterestCircles.vue|56|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 56）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01911|d:\6\恋爱小程序\apps\admin\src\views\forum\InterestCircles.vue|63|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 63）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01912|d:\6\恋爱小程序\apps\admin\src\views\forum\InterestCircles.vue|68|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 68）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01913|d:\6\恋爱小程序\apps\admin\src\views\forum\InterestCircles.vue|74|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 74）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01914|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|81|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 81）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01915|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|133|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 133）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01916|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|141|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 141）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01917|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|146|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 146）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01918|d:\6\恋爱小程序\apps\admin\src\views\business\PromoCodes.vue|152|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 152）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01919|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|93|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 93）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01920|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|137|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 137）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01921|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|146|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 146）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01922|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|151|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 151）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01923|d:\6\恋爱小程序\apps\admin\src\views\business\Shop.vue|157|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 157）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01924|d:\6\恋爱小程序\apps\admin\src\views\system\AuditLogs.vue|53|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 53）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01925|d:\6\恋爱小程序\apps\admin\src\views\system\AuditLogs.vue|106|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 106）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01926|d:\6\恋爱小程序\apps\admin\src\views\system\AuditLogs.vue|109|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 109）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01927|d:\6\恋爱小程序\apps\admin\src\views\system\AuditLogs.vue|116|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 116）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01928|d:\6\恋爱小程序\apps\admin\src\views\system\AuditLogs.vue|127|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 127）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01929|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|54|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 54）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01930|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|83|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 83）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01931|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|93|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 93）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01932|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|98|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 98）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01933|d:\6\恋爱小程序\apps\admin\src\views\business\Coins.vue|104|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 104）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01934|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|58|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 58）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01935|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|121|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 121）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01936|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|130|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 130）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01937|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|135|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 135）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01938|d:\6\恋爱小程序\apps\admin\src\views\business\VipBills.vue|141|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 141）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01939|d:\6\恋爱小程序\apps\admin\src\views\system\OnlineUsers.vue|30|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 30）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01940|d:\6\恋爱小程序\apps\admin\src\views\system\OnlineUsers.vue|36|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 36）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01941|d:\6\恋爱小程序\apps\admin\src\views\system\OnlineUsers.vue|39|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 39）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01942|d:\6\恋爱小程序\apps\admin\src\views\system\OnlineUsers.vue|42|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 42）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01943|d:\6\恋爱小程序\apps\admin\src\views\system\OnlineUsers.vue|46|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 46）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01944|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|79|T|P3|reqSeq 竞态防护重复实现未抽取：计数器声明（let reqSeq = 0）（行 79）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01945|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|134|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 134）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01946|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|144|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 144）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01947|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|149|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 149）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01948|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|155|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 155）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01949|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|183|T|P3|reqSeq 竞态防护重复实现未抽取：请求序号递增（const seq = ++reqSeq）（行 183）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01950|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|191|T|P2|reqSeq 竞态防护重复实现未抽取：成功路径过期守卫（if (seq !== reqSeq) return）（行 191）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01951|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|196|T|P2|reqSeq 竞态防护重复实现未抽取：异常路径过期守卫（if (seq !== reqSeq) return）（行 196）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-01952|d:\6\恋爱小程序\apps\admin\src\views\business\Wallets.vue|202|T|P2|reqSeq 竞态防护重复实现未抽取：finally 最终守卫（if (seq === reqSeq)）（行 202）|同一竞态防护逻辑在 18 个视图重复手写 94 处，修复或调整需逐文件同步，漏改易引入列表/刷新竞态回归|抽取 usePageRequestGuard composable 统一实现，并替换全部视图的重复代码|open|batch-3|
R4-02541|d:\6\恋爱小程序\apps\admin\src\views\Dashboard.vue|275|D/U|P2|暗色模式缺失：该文件 <style> 块含 1 处硬编码色值（如 color: #fff;），在 [data-theme=dark]/prefers-color-scheme 下无覆盖|深色模式用户见到背景/文字颜色不跟随主题，视觉错乱|改用 var(--c-text-*) token 自动适配暗色|open|batch-3|
R4-02542|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|489|D/U|P2|暗色模式缺失：该文件 <style> 块含 1 处硬编码色值（如 background: rgba(255, 255, 255, 0.35);），在 [data-theme=dark]/prefers-color-scheme 下无覆盖|深色模式用户见到背景/文字颜色不跟随主题，视觉错乱|改用 var(--c-bg-*) token 自动适配暗色|open|batch-3|
R4-02543|d:\6\恋爱小程序\apps\admin\src\views\config\OfficialAccounts.vue|186|D/U|P2|暗色模式缺失：该文件 <style> 块含 24 处硬编码色值（如 color: #64748b;），在 [data-theme=dark]/prefers-color-scheme 下无覆盖|深色模式用户见到背景/文字颜色不跟随主题，视觉错乱|改用 var(--c-text-*) token 自动适配暗色|open|batch-3|
