R4-XXXXX|d:\6\恋爱小程序\database\seed-demo-data.sql|21-22,1568-1654|S|P2|1000 新用户行为流模拟推演缺口：注册（种子全预置无真实注册路径）、资料完善（全 100%）、滑动（无 discover_swipes 种子）、匹配（仅指向 100000 单点）、私信（无 private_message 种子）、付费（钱包仅 47/8 两用户）、留存（无历史活跃分布）——全链路仅首尾有数据|无法用演示库模拟真实转化漏斗，管理端各环节统计（匹配成功率/付费转化）无数据支撑|按漏斗比例补全各环节种子（swipe/双向like/消息/钱包）|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\database\seed-demo-data.sql|21-22,1568-1654|S|P2|风控场景缺口：种子 openid 为可预测序列 demo-openid-20000..，无设备维度/多开/刷量/机器注册场景数据，管理端无风控看板或设备指纹展示；敏感词库依赖 Flyway 种子无独立风控校验数据|黑产按种子模式批量注册可污染演示与早期真实库；运营无风控视图|补充风控种子场景与设备维度字段，评估管理端风控页|open|batch-3
R4-XXXXX|d:\6\恋爱小程序\database\seed-post-interactions.sql|53,87,105|S|P3|互动种子硬编码管理员 openid '<REDACTED>'（依赖 Flyway 种子账号），换库/换环境后该 openid 不存在则整段静默跳过|演示互动数据在不同环境不可复现，排查成本高|openid 改为按 role=SUPER_ADMIN 动态解析|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\database\seed-test-users.sql|36-41|S|P3|测试用户 5-10 号 pronouns 全为"她"且 campus 全为北京大学，与 seed-match-users-full 同样问题小规模复现|小规模性别/校区单点化，同校推荐演示内容单一|按性别/校区分散|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\.env.example|224|H|P3|CORS_ALLOWED_ORIGINS 示例值含 campuslove.example.com 假域名与本地端口混排，运维复制即用可能漏改|生产误带 example.com 源，CORS 配置失准|示例与 docker-compose 默认值同步收紧|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\eslint.config.mjs|1-30|T|P3|eslint flat config 已就绪但根 package.json 无 lint 脚本、CI 无 eslint 步骤，admin 代码风格无门禁|大量未用导入/硬编码中文等风格问题无自动拦截，只能人工 review|补 lint 脚本并纳入 CI|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\api\system.ts|546-553|T|P3|api/users.ts:111 从 system.ts re-export listAdmins/createAdmin 避免双份实现，但 users.ts:136-146 仍保留 disableUser/enableUser 与 system.ts:569-579 的 disableAdmin/enableAdmin 指向同一端点两套封装|同一端点两套函数名，调用方认知负担|统一收敛为一套|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\api\system.ts|568|B|P3|disableAdmin/enableAdmin 返回类型 Promise<unknown>，无结构约束，与 AdminUserToggleResponse 不一致|类型不健全，后续使用需再断言|补返回类型定义|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\views\Layout.vue|244-250|B|P3|visitedTabs 初始 tab 在 setup 期用 visibleMenuTree 计算，若进入 Layout 前菜单未加载完（如深链直入且 loadMenus 失败被守卫放行场景）则初始 tab 可能为占位 Dashboard|极端场景下标签页与菜单不同步|初始 tab 延迟到菜单加载后计算|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\docs\privacy-policy.md|1-267|F|P1|隐私政策全文未披露 Agnes AI 视频/图片生成服务对用户输入内容的处理（用户协议 5.1 亦未提），但 compose/.env.example 已配置 AGNES_API_KEY 且 CHANGELOG 声称 AI 视频功能上线|用户生成内容经第三方 AI 处理未告知，违反 PIPL 告知同意原则，微信提审隐私指引填报缺项|隐私政策新增 AI 服务条款与 SDK/第三方处理披露|open|batch-2
R4-XXXXX|d:\6\恋爱小程序\apps\admin\src\api\system.ts|464-484|D|P3|AUDIT_OPERATIONS 前端硬编码 19 个操作枚举（value+labelKey），与后端 AuditOperation 枚举双份维护，后端新增操作类型时管理端筛选下拉缺失并回退 opUnknown|审计筛选能力滞后于后端操作类型演进|由后端下发操作类型枚举|open|batch-4
R4-XXXXX|d:\6\恋爱小程序\.spectral.yaml|1-8|T|P3|Spectral 配置关闭 info-contact/info-description/info-license/openapi-tags/operation-description/operation-success-response/operation-tags 共 7 条规范规则|OpenAPI 文档元信息与操作描述缺失不报错，契约文档质量门禁弱化|逐条评估后恢复关键规则|open|batch-4
